LRI	LIGAND_1	LIGAND_2	RECEPTOR_1	RECEPTOR_2	RECEPTOR_3	DATABASE	SOURCE
PDYN:OPRK1	PDYN	NA	OPRK1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;IUPHAR;KEGG:hsa04080;PMID:1967312;PMID:7624359;PMID:7869844;PMID:8170987;PMID:9262330;PMID:9686407
PENK:OPRK1	PENK	NA	OPRK1	NA	NA	CellChat;CellTalkDB;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:32196115
POMC:OPRK1	POMC	NA	OPRK1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;IUPHAR;KEGG:hsa04080;PMID:7624359;PMID:8624732;PMID:9686407
PDYN:OPRL1	PDYN	NA	OPRL1	NA	NA	CellChat	KEGG:hsa04080
PENK:OPRL1	PENK	NA	OPRL1	NA	NA	CellChat	KEGG:hsa04080
PNOC:OPRL1	PNOC	NA	OPRL1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;PMID:10369464;PMID:10692489;PMID:11097863;PMID:12070757;PMID:12967935;PMID:22827708;PMID:7481766;PMID:8849681
POMC:OPRL1	POMC	NA	OPRL1	NA	NA	CellChat	KEGG:hsa04080
PDYN:OPRM1	PDYN	NA	OPRM1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:26198319;PMID:32196115;PMID:9686407
PENK:OPRM1	PENK	NA	OPRM1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:26198319;PMID:32196115;PMID:9686407
POMC:OPRM1	POMC	NA	OPRM1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;IUPHAR;KEGG:hsa04080;PMID:15464143
OXT:OXTR	OXT	NA	OXTR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10519430;PMID:10698266;PMID:12660315;PMID:1313946;PMID:16158071;PMID:7475979;PMID:7774575;PMID:8955347
QRFP:P2RY14	QRFP	NA	P2RY14	NA	NA	connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:12714592
PAPLN:SIRPA	PAPLN	NA	SIRPA	NA	NA	SingleCellSignalR	FANTOM5
PLG:PARD3	PLG	NA	PARD3	NA	NA	CellChat	KEGG:hsa04080
PRSS1:PARD3	PRSS1	NA	PARD3	NA	NA	CellChat	KEGG:hsa04080
PRSS2:PARD3	PRSS2	NA	PARD3	NA	NA	CellChat	KEGG:hsa04080
PRSS3:PARD3	PRSS3	NA	PARD3	NA	NA	CellChat	KEGG:hsa04080
PCSK9:SORT1	PCSK9	NA	SORT1	NA	NA	CellTalkDB	PMID:24506872
PCSK9:VLDLR	PCSK9	NA	VLDLR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:17452316;reactome
PDAP1:PDGFRB	PDAP1	NA	PDGFRB	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:11331882;PMID:26198319;PMID:32196115
PDCD1LG2:PDCD2	PDCD1LG2	NA	PDCD2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:15207811;PMID:25
PDCD1LG2:RGMB	PDCD1LG2	NA	RGMB	NA	NA	connectomeDB2020	PMID:24752301
PDCD1LG2:PDCD1	PDCD1LG2	NA	PDCD1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet	CellPhoneDB;KEGG:NicheNet;PMID:12810690;PMID:23954143
PDGFA:PDGFRA	PDGFA	NA	PDGFRA	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:NicheNet;PMID:15207811;PMID:15207812;PMID:25;PMID:2544881;PMID:9739761;PPI
PDGFA:PDGFRB	PDGFA	NA	PDGFRB	NA	NA	CellChat;CellTalkDB;NicheNet;SingleCellSignalR	FANTOM5;KEGG:NicheNet;PMID:15207812;PMID:25737405;PPI;reactome
PDGFB:PDGFRA	PDGFB	NA	PDGFRA	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:NicheNet;PMID:15207811;PMID:15207812;PMID:25;PMID:2544881;PMID:9739761;PPI
PDGFB:PDGFRA_PDGFRB	PDGFB	NA	PDGFRA	PDGFRB	NA	CellPhoneDB	CellPhoneDB
PDGFB:PDGFRB	PDGFB	NA	PDGFRB	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:NicheNet;PMID:119;PMID:11903042;PMID:15207811;PMID:15207812;PMID:2850496;PMID:9739761;PPI
PDGFB:S1PR1	PDGFB	NA	S1PR1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
PDGFC:PDGFRA	PDGFC	NA	PDGFRA	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:NicheNet;PMID:10806482;PMID:11297552;PMID:11342471;PMID:15207811;PMID:15207812;PMID:9739761
PDGFC:PDGFRB	PDGFC	NA	PDGFRB	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19795151;PMID:32196115
PDGFD:PDGFRA_PDGFRB	PDGFD	NA	PDGFRA	PDGFRB	NA	CellPhoneDB	CellPhoneDB
PDGFD:PDGFRB	PDGFD	NA	PDGFRB	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:14514732;PMID:15;PMID:15207811;PMID:15207812
PLEKHO2:PDGFRB	PLEKHO2	NA	PDGFRB	NA	NA	NicheNet	KEGG:NicheNet
PECAM1:PECAM1	PECAM1	NA	PECAM1	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
PF4:PROCR	PF4	NA	PROCR	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:9395524
PF4:SDC2	PF4	NA	SDC2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:7524669
PF4:THBD	PF4	NA	THBD	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:9395524
S100A4:PGLYRP1	S100A4	NA	PGLYRP1	NA	NA	CellTalkDB	PMID:26654597;PMID:30713770
PGLYRP1:TREM1	PGLYRP1	NA	TREM1	NA	NA	connectomeDB2020	PMID:25595774
PIGA:PIGR	PIGA	NA	PIGR	NA	NA	CellTalkDB	PMID:17237408
PIK3CD-AS1:SLC16A4	PIK3CD-AS1	NA	SLC16A4	NA	NA	SingleCellSignalR	FANTOM5
PLG:PLAUR	PLG	NA	PLAUR	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:10092105
SERPINE1:PLAUR	SERPINE1	NA	PLAUR	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:10896774
VTN:PLAUR	VTN	NA	PLAUR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:8830783
PLAU:PLAUR	PLAU	NA	PLAUR	NA	NA	CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:11501527;PMID:16456079;PMID:3023326;PMID:3031025
PLAU:ST14	PLAU	NA	ST14	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10962009;PMID:12815039;PMID:17255532
PLAU:VLDLR	PLAU	NA	VLDLR	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:9405275
PLG:PLGRKT	PLG	NA	PLGRKT	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19897580
SLPI:PLSCR1	SLPI	NA	PLSCR1	NA	NA	connectomeDB2020	PMID:19333378
SLPI:PLSCR4	SLPI	NA	PLSCR4	NA	NA	CellTalkDB;connectomeDB2020	PMID:19333378
SERPINF1:PLXDC1	SERPINF1	NA	PLXDC1	NA	NA	connectomeDB2020	PMID:25535841
SERPINF1:PLXDC2	SERPINF1	NA	PLXDC2	NA	NA	connectomeDB2020	PMID:25535841
SEMA5A:PLXNA1	SEMA5A	NA	PLXNA1	NA	NA	CellChat	PMID:27533782
SEMA5B:PLXNA1	SEMA5B	NA	PLXNA1	NA	NA	CellChat	PMID:27533782
SEMA6D:PLXNA1	SEMA6D	NA	PLXNA1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:14977921;PMID:27533782
SEMA6D:PLXNA1_TREM2	SEMA6D	NA	PLXNA1	TREM2	NA	CellChat	PMID:22325954
SEMA6D:PLXNA1_TREM2_TYROBP	SEMA6D	NA	PLXNA1	TREM2	TYROBP	CellPhoneDB	CellPhoneDB
SEMA6A:PLXNA2	SEMA6A	NA	PLXNA2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:18327254;PMID:27533782
SEMA6B:PLXNA2	SEMA6B	NA	PLXNA2	NA	NA	CellChat;connectomeDB2020	PMID:25209245;PMID:27533782
SEMA5A:PLXNA3	SEMA5A	NA	PLXNA3	NA	NA	CellChat	PMID:27533782
SEMA5B:PLXNA3	SEMA5B	NA	PLXNA3	NA	NA	CellChat	PMID:27533782
SEMA6A:PLXNA4	SEMA6A	NA	PLXNA4	NA	NA	CellChat;CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:20606624;PMID:27533782
SEMA6B:PLXNA4	SEMA6B	NA	PLXNA4	NA	NA	CellChat	PMID:27533782
SEMA4A:PLXNB1	SEMA4A	NA	PLXNB1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;ICELLNET	PMID:20043131;PMID:27533782;PMID:29981480
PLXNB1:SEMA4D	PLXNB1	NA	SEMA4D	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10520995;PMID:11245885;PMID:11937491;PMID:12198496;PMID:27533782
PTN:PLXNB2	PTN	NA	PLXNB2	NA	NA	CellPhoneDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:16169070
SEMA4A:PLXNB2	SEMA4A	NA	PLXNB2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;ICELLNET	PMID:27533782;PMID:29981480
PLXNB2:SEMA4C	PLXNB2	NA	SEMA4C	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:11245885;PMID:21122816;PMID:26198319;PMID:27533782;PMID:32103204;PMID:32196115
PLXNB2:SEMA4D	PLXNB2	NA	SEMA4D	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:11245885;PMID:15330859;PMID:27533782
SEMA4G:PLXNB2	SEMA4G	NA	PLXNB2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:21122816;PMID:26198319;PMID:27533782;PMID:32103204;PMID:32196115
SEMA4A:PLXNB3	SEMA4A	NA	PLXNB3	NA	NA	CellChat;CellTalkDB;ICELLNET	PMID:11245885;PMID:27533782;PMID:32196115
SEMA4D:PLXNB3	SEMA4D	NA	PLXNB3	NA	NA	CellChat	PMID:27533782
SEMA5A:PLXNB3	SEMA5A	NA	PLXNB3	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:15218527;PMID:27533782
SEMA7A:PLXNC1	SEMA7A	NA	PLXNC1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10520995;PMID:17671519;PMID:27533782
SEMA3C:PLXND1	SEMA3C	NA	PLXND1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:15239958;PMID:27533782
SEMA3D:PLXND1	SEMA3D	NA	PLXND1	NA	NA	CellTalkDB	PMID:31163177
SEMA3E:PLXND1	SEMA3E	NA	PLXND1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:15550623;PMID:22325954
SEMA4A:PLXND1	SEMA4A	NA	PLXND1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET	CellPhoneDB;PMID:11245885;PMID:17318185;PMID:22325954
PODXL2:SELL	PODXL2	NA	SELL	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:12889478;PMID:26198319;PMID:32196115
PODXL:SELL	PODXL	NA	SELL	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:22814396;PMID:9625756
POMC:PTH1R	POMC	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POMC:RAMP2	POMC	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POMC:RAMP3	POMC	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POMC:TSHR	POMC	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POMC:VIPR1	POMC	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
POSTN:PTK7	POSTN	NA	PTK7	NA	NA	connectomeDB2020	PMID:30348980
PRG4:TLR2	PRG4	NA	TLR2	NA	NA	connectomeDB2020	PMID:26643105
PRG4:TLR4	PRG4	NA	TLR4	NA	NA	connectomeDB2020	PMID:26643105
PTHLH:PRLHR	PTHLH	NA	PRLHR	NA	NA	CellPhoneDB;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR
PRLH:PRLHR	PRLH	NA	PRLHR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10475064;PMID:11030716;PMID:12606605;PMID:9607765
PRL:PRLR	PRL	NA	PRLR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04060;KEGG:NicheNet;PMID:10966654;PMID:11356126;PMID:18467331;PMID:23192981;PMID:2558309;PMID:7984244;PMID:9626554
PRND:RPSA	PRND	NA	RPSA	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:15246873;PMID:26198319;PMID:32196115
PROC:PROCR	PROC	NA	PROCR	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:10681521;PMID:11099506;PMID:7929370
PROC:TEK	PROC	NA	TEK	NA	NA	connectomeDB2020	PMID:28005151
PROC:THBD	PROC	NA	THBD	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11106601;PMID:12588872;PMID:13
PROK1:PROKR1	PROK1	NA	PROKR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:11886876;PMID:12054613;PMID:15772293;PMID:24496457
PROK1:PROKR2	PROK1	NA	PROKR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:11886876;PMID:12054613;PMID:15772293;PMID:24496457
PROK2:PROKR1	PROK2	NA	PROKR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;PMID:12054613;PMID:15772293;PMID:16;PMID:24496457
PROK2:PROKR2	PROK2	NA	PROKR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:12024206;PMID:12054613;PMID:15772293;PMID:24496457
PROS1:TYRO3	PROS1	NA	TYRO3	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:30501104;PMID:7867073;PMID:864;PMID:8641360
PRSS23:TMEM222	PRSS23	NA	TMEM222	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16169070
PSAP:SORT1	PSAP	NA	SORT1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
PSPN:SDC3	PSPN	NA	SDC3	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
SHH:PTCH1	SHH	NA	PTCH1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;KEGG:hsa04340;PMID:16867986;PMID:169;PMID:25701396;PMID:27647915;PMID:9811851
SHH:PTCH2	SHH	NA	PTCH2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;KEGG:hsa04340;PMID:25701396;PMID:9811851
PTDSS1:SCARB1	PTDSS1	NA	SCARB1	NA	NA	connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:8999945
PTGS2:PTGDR2	PTGS2	NA	PTGDR2	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:11208866
SPP1:PTGER4	SPP1	NA	PTGER4	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
PTH2:PTH1R	PTH2	NA	PTH1R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:10854439;PMID:11;PMID:11159842;reactome
PTHLH:PTH1R	PTHLH	NA	PTH1R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:2558877;PMID:29577935;PMID:8702701;PMID:9108031;reactome
RLN2:PTH1R	RLN2	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
RLN3:PTH1R	RLN3	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
SCT:PTH1R	SCT	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
TSHB:PTH1R	TSHB	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
VIP:PTH1R	VIP	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:PTH2R	PTHLH	NA	PTH2R	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;PMID:8702701
PTH2:PTH2R	PTH2	NA	PTH2R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10854439;PMID:11602681;PMID:11861531
PTH2:RAMP2	PTH2	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH2:RAMP3	PTH2	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:12446722;reactome
PTH2:TSHR	PTH2	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH2:VIPR1	PTH2	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:RAMP2	PTHLH	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:RAMP3	PTHLH	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:TSHR	PTHLH	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTHLH:VIPR1	PTHLH	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH:PTH1R	PTH	NA	PTH1R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:hsa04080;PMID:12947048;PMID:91;PMID:9108031;reactome
PTH:PTH2R	PTH	NA	PTH2R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;KEGG:hsa04080;PMID:7797535;PMID:948;PMID:9482662
PTH:RAMP2	PTH	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH:RAMP3	PTH	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH:TSHR	PTH	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PTH:VIPR1	PTH	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
WNT5A:PTK7	WNT5A	NA	PTK7	NA	NA	CellTalkDB	PMID:26499793
PTMA:VIPR1	PTMA	NA	VIPR1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:26198319;PMID:32196115;PMID:8886855
PTN:PTPRB	PTN	NA	PTPRB	NA	NA	CellTalkDB;connectomeDB2020;NicheNet	FANTOM5;PMID:22839765;PMID:26198319
PTN:PTPRS	PTN	NA	PTPRS	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:16169070
PTN:PTPRZ1	PTN	NA	PTPRZ1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10706604;PMID:16814777;PMID:17;PMID:25620911;PMID:25644401;PMID:28356350;PPI
PTN:SDC1	PTN	NA	SDC1	NA	NA	CellChat;CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:15226297;PMID:25620911;PMID:28356350;PMID:7592855
PTN:SDC2	PTN	NA	SDC2	NA	NA	CellChat	PMID:25620911;PMID:28356350
PTN:SDC3	PTN	NA	SDC3	NA	NA	CellChat;CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:25620911;PMID:26198319;PMID:28356350;PMID:32196115;PMID:8175719
PTN:SDC4	PTN	NA	SDC4	NA	NA	CellChat	PMID:25620911;PMID:28356350
SPTAN1:PTPRA	SPTAN1	NA	PTPRA	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
SPTBN2:PTPRA	SPTBN2	NA	PTPRA	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
TNC:PTPRB	TNC	NA	PTPRB	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11313993
SLITRK1:PTPRD	SLITRK1	NA	PTPRD	NA	NA	connectomeDB2020	PMID:23345436
SLITRK2:PTPRD	SLITRK2	NA	PTPRD	NA	NA	connectomeDB2020	PMID:23345436;PMID:25989451
SLITRK3:PTPRD	SLITRK3	NA	PTPRD	NA	NA	connectomeDB2020	PMID:22286174;PMID:23345436
SLITRK5:PTPRD	SLITRK5	NA	PTPRD	NA	NA	connectomeDB2020	PMID:26004511
SDC2:PTPRJ	SDC2	NA	PTPRJ	NA	NA	connectomeDB2020	PMID:21813734
THBS1:PTPRJ	THBS1	NA	PTPRJ	NA	NA	connectomeDB2020	PMID:22308318
PTPRK:PTPRK	PTPRK	NA	PTPRK	NA	NA	connectomeDB2020	PMID:8264577
WNT5A:PTPRK	WNT5A	NA	PTPRK	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
PTPRM:PTPRM	PTPRM	NA	PTPRM	NA	NA	CellChat;connectomeDB2020;NicheNet	KEGG:hsa04514;KEGG:NicheNet;PMID:8394372
SLITRK1:PTPRS	SLITRK1	NA	PTPRS	NA	NA	connectomeDB2020	PMID:23345436
SLITRK2:PTPRS	SLITRK2	NA	PTPRS	NA	NA	connectomeDB2020	PMID:23345436
SLITRK3:PTPRS	SLITRK3	NA	PTPRS	NA	NA	connectomeDB2020	PMID:23345436
SLITRK6:PTPRS	SLITRK6	NA	PTPRS	NA	NA	connectomeDB2020	PMID:29934346
TNF:PTPRS	TNF	NA	PTPRS	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
TNC:PTPRZ1	TNC	NA	PTPRZ1	NA	NA	connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:20689858
PVR:PVRIG	PVR	NA	PVRIG	NA	NA	connectomeDB2020	PMID:30659055
TIGIT:PVR	TIGIT	NA	PVR	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;ICELLNET;NicheNet	CellPhoneDB;KEGG:hsa04514;KEGG:NicheNet;PMID:19815499;PMID:27192565
TNFSF9:PVR	TNFSF9	NA	PVR	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
VTN:PVR	VTN	NA	PVR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11437656
QRFP:QRFPR	QRFP	NA	QRFPR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:12714592;PMID:16500002;PMID:23396314;PMID:25386115
VIP:RAMP1	VIP	NA	RAMP1	NA	NA	CellTalkDB	PMID:15361343
RLN2:RAMP2	RLN2	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
RLN3:RAMP2	RLN3	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
SCT:RAMP2	SCT	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
TSHB:RAMP2	TSHB	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
